"","Gene","K12","X","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","K12_IAI1ref_chemostat1","K12_IAI1ref_chemostat2","K12_batch1","K12_batch2"
"1220","rhaD","rhaD",1508,12.7899950716428,-0.723082912447134,0.579257563223046,-1.24829257027535,0.211923934058905,0.325309174978601,8.43494447746008,9.06687443664268,13.6244552036149,20.0337061688536
"1221","rhaR","rhaR",1072,52.7947818063923,0.808278341821882,0.361381922564907,2.23663191585547,0.0253104071793193,0.0546582020710114,80.1319725358708,55.9123923592965,38.7772955795194,36.3574667508824
"1222","rhaS","rhaS",513,62.0423025359518,1.51860282076058,0.340295624680545,4.46259872481811,8.09716017635104e-06,3.65398163903561e-05,101.219333729521,86.1353071481054,30.3930154542179,30.4215538119629
"1223","rhlB","rhlB",1942,2747.82059712008,-0.0563671029464714,0.113582323003016,-0.496266509225864,0.619706391873509,0.739534278019577,2613.14579911713,2774.46357761266,2978.51551451335,2625.15749723718
"1224","rhlE","rhlE",164,169.90890889465,-2.06290451157192,0.237185908572093,-8.69741598053201,3.39526956747588e-18,4.79271283457723e-17,64.1055780286966,61.9569753170583,274.585174103624,278.98790812922
"1225","rho","rho",1345,2996.55888901968,-0.197256792646312,0.123261112504269,-1.60031650403513,0.109528387392132,0.188885145014644,2686.52981607104,2893.84409102845,3527.6858627206,2878.17578625863
"1226","rhtA","rhtA",2289,78.782597100923,-0.0113782450758122,0.300568431052261,-0.0378557556293522,0.969802689635391,0.980818360203552,85.1929392223468,71.023849753701,81.7467312216895,77.1668682059546
"1227","rhtB","rhtB",1313,330.289112015673,0.285965284784388,0.172658668214489,1.65624632543291,0.0976719452988874,0.172209103859044,381.259490381196,344.541228592422,300.786049495191,294.569679593884
"1228","rhtC","rhtC",2068,418.684200263101,-0.0505478424137422,0.15801218380175,-0.319898385033157,0.749045362154325,0.838510644771404,420.060234977512,401.964766691159,422.358111312062,430.35368807167
"1229","ribB","ribB",1235,2203.25019441852,0.20645445429422,0.113108098370244,1.82528446034358,0.0679581139528139,0.127387071903453,2403.11568162838,2318.09756430164,2153.71195718682,1938.07557455724
"1230","ribC","ribC",493,1963.99407283325,-0.519645490426441,0.112671193717988,-4.61205276414393,3.98711746961187e-06,1.87224684424979e-05,1545.28182827069,1680.39406225778,2336.07004991213,2294.23035089242
"1231","ribD","ribD",1903,826.915722277583,-0.0748788526681891,0.134699607229834,-0.555895107700094,0.578282562886934,0.703480889691672,760.8319918669,852.286197044412,822.707487295208,871.837212903814
"1232","ribF","ribF",1163,2364.91390491023,-0.211930794439509,0.106580789098223,-1.98845210504302,0.0467617110285507,0.0930427424122598,2185.49411410991,2195.69475940697,2521.57224768442,2556.89449843961
"1233","rihA","rihA",100,1110.18368155317,1.67143953713036,0.152537587663089,10.9575584794358,6.11262266124233e-28,1.4150721460776e-26,1925.69782420414,1462.78907577835,566.986943473513,485.260882756676
"1234","rihB","rihB",2336,9.04875478384483,0.909848907375675,0.623204893200824,1.45995148193177,0.14430340877413,NA,15.1829000594281,10.5780201760831,5.24017507831343,5.19392382155463
"1235","rihC","rihC",369,133.373583585862,1.40344196711052,0.257757116223875,5.44482335801569,5.18568203090178e-08,3.2533479407961e-07,210.030117488756,179.826342993413,82.7947662373521,60.8431076239257
"1236","rimK","rimK",916,449.261359343649,-0.430558178995592,0.158686185981462,-2.71326817978908,0.0066623164912923,0.0168376230101983,393.06841264964,370.230706162909,488.384317298811,545.362001263237
"1237","rlmB","rlmB",1341,444.710146112708,-0.263662556894116,0.164484135866629,-1.60296648369728,0.108942053967254,0.188119151838602,380.41599593345,429.165390001087,445.414881656641,523.844316859653
"1238","rlpA","rlpA",1162,1625.93651524696,-0.226030202862341,0.113549806463595,-1.99058201772284,0.0465268588238277,0.0926933547135639,1512.38554480859,1482.43397039108,1788.9957717362,1719.93077405195
"1239","rluA","rluA",1430,198.909777344831,-0.296566018684893,0.208699226921711,-1.4210211655271,0.155310606400944,0.251429408264465,167.855395101456,188.893217430056,227.423598398803,211.46689844901
"1240","rluB","rluB",355,1265.75735379373,-0.684083419699526,0.123569234218092,-5.53603349594414,3.09398420170906e-08,2.01762631745253e-07,933.748353654831,1006.42306246734,1493.44989731933,1629.40810173343
"1241","rluC","rluC",274,1699.5310869733,-0.750078105194312,0.113056296446211,-6.63455401222329,3.25485151285839e-11,2.74999315776174e-10,1285.48553836492,1242.16179782005,2155.80802721814,2114.6689844901
"1242","rluD","rluD",541,1173.32706366161,-0.542517692902568,0.125628204562554,-4.31843864036463,1.57136894397293e-05,6.71730603949497e-05,952.305231505243,953.532961586922,1475.63330205306,1311.83675950123
"1243","rmuC","rmuC",219,552.299172879505,1.2141064843298,0.162902309657961,7.45297280854403,9.12600980792719e-14,9.64690077869929e-13,867.112292282897,680.015582748201,343.755485137361,318.313331349563
"1244","rna","rna",1113,419.08831357476,-0.353649976660653,0.166597908622595,-2.12277560735651,0.0337726598090876,0.070245918650528,346.676218023609,388.364455036195,507.24894758074,434.063633658494
"1245","rnb","rnb",189,5346.606045951,-0.813119214720469,0.0997227559647583,-8.15379806598829,3.52669554377139e-16,4.31973554700041e-15,3809.22092602097,3933.51235976348,6926.46341851469,6717.22747950487
"1246","rnc","rnc",527,1345.56291698324,-0.542376550000698,0.123204864920799,-4.40223322633696,1.07142290919475e-05,4.70653517037163e-05,1033.28069848886,1156.02649067194,1649.60711465307,1543.33736411909
"1247","rnd","rnd",1785,488.007335152869,0.114640990664013,0.153700304611981,0.745873542368227,0.455743809112672,0.591062699213353,501.035701961129,513.789551409752,495.72056240845,441.483524832144
"1248","rng","rng",847,1892.75535455163,-0.324206856211197,0.110542343162551,-2.93287483271868,0.00335839256200462,0.00917907766356633,1687.83238993976,1671.32718782113,2071.96522596513,2139.89661448051
"1249","rnr","rnr",1069,3574.23941973996,-0.236457339631006,0.105502206529702,-2.24125492166305,0.025009567112262,0.0541601009026067,3277.81942394099,3283.71969180409,3702.70771033627,4032.71085287849
"1250","rnt","rnt",1626,150.19123832044,0.2383584810152,0.233749828983796,1.01971617284787,0.307863089203681,0.43831675984411,148.455022803297,178.315197253973,140.4366920988,133.558041125691
"1251","rob","rob",2135,1150.08323528725,-0.029415684160594,0.120714032916761,-0.243680734127057,0.807478095589949,0.876330306218504,1151.3699211733,1124.29243014369,1179.03939262052,1145.63119721148
"1252","rpe","rpe",1161,1130.01144950286,-0.240857194685234,0.120968507793437,-1.99107353706071,0.0464728032673699,0.0926654087544887,1045.0896207573,1024.55681134062,1233.53721343498,1216.86215247851
"1253","rpiA","rpiA",1401,3104.27011796743,-0.154381722064968,0.104509918410098,-1.47719684804626,0.139622878462265,0.230711608593964,2999.46625618481,2874.19919641573,3223.75570817842,3319.65931109078
"1254","rplA","rplA",365,24603.4745131405,-0.523351390009268,0.095803242444383,-5.4627732491736,4.68753198744034e-08,2.9730511098423e-07,20427.7485355128,19906.322825649,28132.4039254335,29947.4227659667
"1255","rplB","rplB",488,40370.2450901768,-0.457457938159701,0.0986162454859673,-4.63876855081444,3.50491292346814e-06,1.66267897906327e-05,35338.199888319,32637.7256804348,45264.6323264714,48240.4224654821
"1256","rplC","rplC",442,40486.0607219279,-0.474471786970326,0.0967402206402475,-4.90459690736872,9.36193933350989e-07,4.90336867807136e-06,33975.9563552092,33733.3063415291,45142.0122296388,49092.9679613344
"1257","rplD","rplD",573,26973.5989816274,-0.433751984496643,0.105296026720872,-4.11935756746522,3.79930186213685e-05,0.000153497099665738,22741.4538056801,23109.9517932627,28709.8712190636,33333.1191085029
"1258","rpoA","rpoA",578,61483.6500133134,-0.40837591399712,0.0997860054734882,-4.09251690213834,4.26716129875818e-05,0.000170907930910471,54417.200801886,51165.8835917141,66812.2322484962,73539.2834111573
"1259","rpoB","rpoB",2054,38425.0735001553,-0.0313867252574862,0.0932726689665137,-0.336505062042929,0.736490034967165,0.830395142716151,38014.6077710171,37996.2484724906,38088.736574229,39600.7011828846
"1260","rpoC","rpoC",1521,39317.8320783987,-0.125357597079181,0.103446015953267,-1.21181657818328,0.225582600854572,0.343342354357879,38305.6133554895,36896.1343741779,38277.3828770483,43792.1977068792
"1261","rpoD","rpoD",1928,6940.76983304308,-0.0534406361254466,0.103167206934887,-0.518000222291326,0.604458114236087,0.725788658950488,6509.24665325595,7117.4964327645,6855.19703744962,7281.13920870223
"1262","rpoH","rpoH",1574,2900.15053715381,0.125539030265589,0.113152884720419,1.10946380709404,0.26723014952257,0.393035448630717,3018.86662848296,3037.4029362753,2577.11810351454,2967.21448034243
"1263","rpoN","rpoN",1285,5994.08654181487,0.172049428205932,0.10010410946709,1.71870494749764,0.0856681107139416,0.154335934865973,6350.6696970797,6354.36783434708,5822.88254702188,5448.42608881081
"1264","rpsA","rpsA",589,86656.9799383027,-0.370920074894958,0.0917987145573863,-4.04058027046865,5.33191110738141e-05,0.000209564927225602,75935.5876583344,75117.5435618451,97612.9333238069,97961.8552092246
"1265","rpsB","rpsB",742,33859.1871808528,-0.324014948054045,0.0957542806796238,-3.3838168461433,0.000714856724516684,0.00222731267463812,30936.0023655326,29169.6462084189,36878.2561311386,38452.844018321
"1266","rpsC","rpsC",614,41303.0256405153,-0.408981901667677,0.104614657165903,-3.90941300910724,9.25206649510376e-05,0.000348836057592267,37883.8661316165,33017.0232610343,45809.610534616,48501.6026347945
"1267","rpsD","rpsD",760,52964.2357567285,-0.316572347215609,0.0948540616738468,-3.33746749089285,0.000845456116344892,0.00257530382807688,48705.8998961978,45586.7335216999,58777.995818426,58786.3137905901
"1268","rseA","rseA",560,4777.96815133045,0.431898055982869,0.103171894772097,4.18619874081906,2.83664997521615e-05,0.000117265083796882,5664.06521661445,5319.23300283037,3943.75576393869,4184.81862193831
"1269","rseB","rseB",912,1578.62133917392,0.315792620116619,0.11581433919829,2.72671434558668,0.0063968390457475,0.0162488622888406,1818.57402934039,1683.41635373666,1419.03941120728,1393.45556241137
"1270","rsgA","rsgA",2275,1754.69726648288,0.00653405067558235,0.113823218416088,0.0574052532208036,0.954222378439963,0.971298266747258,1795.79967925125,1719.68385148323,1807.86040201813,1695.44513317891
"1271","rsmB","rsmB",868,987.563320158559,-0.370610914755106,0.128448013989489,-2.88529890999664,0.00391042188272361,0.0104292933853746,822.407086552358,900.642860706506,1081.57213616389,1145.63119721148
"1272","rsmC","rsmC",1276,507.235055488062,-0.264038556888078,0.150871881932035,-1.75008459831516,0.0801037169765622,0.145329235737258,438.617112827924,483.566636620943,555.458558301223,551.297914202156
"1273","rspA","rspA",438,115.5718954137,1.39441613209397,0.282682168145504,4.93280542328455,8.1056892076401e-07,4.28417135061343e-06,203.282161906788,134.4919708102,68.1222760180745,56.391172919736
"1274","rspB","rspB",1239,102.289815093249,0.50202661921952,0.277181407481321,1.81118432069926,0.0701123244575302,0.131049807030448,137.489594982599,102.75791028195,88.0349413156656,80.8768137927793
"1275","rssA","rssA",620,950.666450749364,0.51895550820494,0.133525581132599,3.88656243847076,0.000101673783587243,0.000379636788716885,1186.79668797863,1053.26858038999,820.611417263883,741.989117364948
"1276","rssB","rssB",1258,588.998842957339,0.260515166570247,0.146297872664214,1.78071739408124,0.0749586301120074,0.137940563361921,614.90745240684,670.948708311558,559.650698363874,510.488512747084
"1277","rstA","rstA",1628,909.607032180407,0.137694488704749,0.135279885709288,1.01784894319507,0.308749748539233,0.439039108027226,938.809320341307,967.133273241886,934.847233971115,797.638301167319
"1278","rstB","rstB",1305,933.174385138475,0.213405819814019,0.127080090104537,1.67930176661403,0.093093246883235,0.165142426463363,1018.94129287718,985.267022115171,885.589588234969,842.899637326581
"1279","rsuA","rsuA",805,528.73367953357,-0.499621478793981,0.15990584799393,-3.12447283862281,0.00178123965956091,0.00511609157801925,393.911907097386,482.055490881502,655.021884789178,583.945435366214
"1280","rsxD","rsxD",2091,248.180943888067,0.054540762842842,0.188842286398508,0.288816471580662,0.772721826521921,0.855500252701218,252.204839876056,253.872484225995,241.048053602418,245.598397847798
"1281","rsxE","rsxE",2044,106.899897655578,-0.0908990561935838,0.263050497278174,-0.345557439100595,0.729675336254987,0.82641800559212,101.219333729521,105.780201760831,110.043676644582,110.556378487377
"1282","rsxG","rsxG",1894,186.120143827752,0.121051954851748,0.212218480534751,0.570411938426474,0.568398334227915,0.694941682578881,192.31673408609,196.448946127258,168.733637521692,186.981257575967
"1283","rtcB","rtcB",1910,135.649477732669,-0.130477765211014,0.239135386087464,-0.545622993509172,0.585325115433944,0.708462570217042,131.585133848377,126.936242112997,139.388657083137,144.687877886165
"1284","rtn","rtn",942,411.625098913587,0.437128159651296,0.168953317716188,2.58727183082368,0.00967392414457405,0.0237488169614941,448.739046200876,500.189239754788,381.484745701217,316.087363997468
"1285","rutA","rutA",2329,7.83964895826734,0.0733005946620399,0.636748786709014,0.115116975787089,0.908352404623316,NA,10.1219333729521,6.04458295776178,6.28821009397611,8.90386940837937
"1286","rutB","rutB",2328,4.9120297701743,0.0543156321374437,0.669092055970672,0.0811781154069246,0.935300303441595,NA,4.21747223873004,6.04458295776178,4.19214006265074,5.19392382155463
"1287","rutD","rutD",2327,5.9904418224946,-0.624484063666467,0.663161007209469,-0.941677898545707,0.346357573831567,NA,5.90446113422206,1.51114573944045,8.38428012530148,8.16188029101443
"1288","rutG","rutG",2036,77.6782735284804,0.108429459993175,0.303829853286952,0.356875596061881,0.721184939816099,0.819795838522462,88.5669170133309,72.5349954931414,70.2183460493999,79.3928355580494
"1289","rutR","rutR",2204,255.23487639905,-0.0289444460411942,0.190925243452617,-0.151600938240404,0.879501693352795,0.922750061044282,242.082906503104,264.450504402078,242.09608861808,272.310006072936
"1290","ruvA","ruvA",923,517.021167335652,0.395900448160295,0.147646766962454,2.68140275811776,0.00733142186411643,0.0183881274273343,586.228641183476,590.857984121214,439.126671562665,451.871372475253
"1291","ruvB","ruvB",1999,583.346056429269,-0.059807274875603,0.149186603157802,-0.400889045059508,0.688501815786639,0.797339521533802,537.305963214207,607.480587255059,563.842838426525,624.754836821286
"1292","sanA","sanA",1450,153.439085832239,-0.310484692995672,0.228140221804547,-1.36093798164916,0.173533289280009,0.276863931552874,134.115617191615,139.025408028521,172.925777584343,167.689540524478
"1293","sapA","sapA",1615,326.302242997244,0.183985112550854,0.176893415913308,1.04009022382734,0.298297985178881,0.42759122952886,318.840901247991,377.786434860112,302.882119526516,305.699516354358
"1294","sapB","sapB",2001,159.968596036492,0.0911912995973281,0.228086045615642,0.399810954463206,0.6892957616959,0.797461113606201,150.142011698789,181.337488732854,154.061147302415,154.333736411909
"1295","sapC","sapC",1998,127.480350426362,-0.0989491749270981,0.246480151144874,-0.40144885690588,0.688089684847858,0.797261071282679,116.402233788949,129.958533591878,135.196517020486,128.364117304136
"1296","sapD","sapD",2052,302.124178417359,-0.0612364472047888,0.182181622602713,-0.336128564066686,0.736773919282494,0.830395142716151,277.509673308437,314.318313803613,328.03495990242,288.633766654965
"1297","sapF","sapF",2265,145.708180255083,0.0168248937432924,0.234552205002329,0.0717319785722131,0.942815206485581,0.963929208339056,147.611528355551,145.069990986283,155.109182318077,135.04201936042
