"","Gene","K12","X","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","K12_IAI1ref_chemostat1","K12_IAI1ref_chemostat2","K12_batch1","K12_batch2"
"1075","phnC","phnC",2359,4.73286553485289,0.81551529878824,0.67387040592018,1.21019604307247,0.226203676101527,NA,8.43494447746008,6.04458295776178,0,4.45193470418969
"1076","phnD","phnD",2358,7.01645378368507,0.439958877850238,0.649213324571378,0.677679987761659,0.497974617790691,NA,8.43494447746008,9.06687443664268,3.14410504698806,7.41989117364948
"1077","phnF","phnF",2357,2.72391992912282,-0.300691494703779,0.66431483105118,-0.452634023280768,0.650812295114553,NA,2.53048334323802,1.51114573944045,3.14410504698806,3.70994558682474
"1078","phnI","phnI",2356,2.20669429746911,0.264614534331023,0.649696568381565,0.407289413564541,0.683795437202445,NA,2.53048334323802,3.02229147888089,1.04803501566269,2.22596735209484
"1079","phnJ","phnJ",2355,2.51945571657531,0.539523288521412,0.657629233912002,0.820406485447704,0.411984419529406,NA,4.21747223873004,3.02229147888089,2.09607003132537,0.741989117364948
"1080","phnK","phnK",1387,15.912185618381,0.83655467265961,0.552652354335374,1.51370869244855,0.130099739336553,0.217145563492516,23.6178445368882,19.6448946127258,6.28821009397611,14.097793229934
"1081","phnL","phnL",2271,18.8715583396051,0.03264450118047,0.512417528642073,0.0637068393561384,0.949203658793373,0.967621173770935,18.5568778504122,19.6448946127258,20.9607003132537,16.3237605820289
"1082","phoA","phoA",770,337.761020315958,0.57844072655714,0.175199383376312,3.30161394069923,0.000961302819636568,0.00289015068501124,414.15577384329,395.920183733397,292.401769369889,248.566354317257
"1083","phoB","phoB",1343,224.288804205149,0.34568157399111,0.216106680990456,1.59958763147344,0.109690094104433,0.188885145014644,209.18662304101,296.184564930327,203.318793038561,188.465235810697
"1084","phoE","phoE",1658,34.8958300405349,-0.417570047478908,0.432394988088431,-0.965714356045006,0.334187133866655,0.466331051778966,25.3048334323802,33.2452062676898,51.3537157674716,29.6795646945979
"1085","phoH","phoH",834,1432.84938936632,0.367938732464249,0.123213589386496,2.98618629890003,0.00282480495069055,0.00784103532475854,1693.73685107398,1535.32407127149,1317.380014688,1184.95662043182
"1086","phoP","phoP",2169,1814.86830348752,0.0226554947780658,0.11538584330876,0.196345531898936,0.844339725599434,0.901247661788244,1742.65952904325,1917.64394334993,1841.39752251934,1757.77221903756
"1087","phoQ","phoQ",1532,1468.57718951568,0.141310627293492,0.117585522826796,1.20176892440784,0.229453068532433,0.346725753036933,1546.96881716618,1533.81292553205,1455.72063675547,1337.806378609
"1088","phoR","phoR",2247,174.179375962699,0.0229860703692912,0.222580405429058,0.10327086216319,0.91774800057374,0.945521415811397,162.79442841498,188.893217430056,185.502197772295,159.527660233464
"1089","phoU","phoU",1979,760.424282205813,-0.0601888241647307,0.14038054875719,-0.428754729181437,0.66810172739022,0.781533854930955,704.317863867917,787.306930248472,729.432370901229,820.639963805632
"1090","php","php",2014,27.4246517141107,0.177823164415921,0.459812749509172,0.386729521105578,0.698956458745321,0.803556030806593,35.4267668053323,22.6671860916067,29.3449804385552,22.2596735209484
"1091","pitA","pitA",425,2216.02846409126,-0.553052221088254,0.110388432789212,-5.01005591903196,5.44142221971802e-07,2.96889734333646e-06,1724.94614564059,1864.75384246951,2646.28841454828,2628.12545370664
"1092","pitB","pitB",2246,39.7577515872108,-0.0407675630224757,0.392754756070897,-0.103799030800576,0.917328835624949,0.945510353727407,40.4877334918084,37.7786434860112,37.7292605638567,43.035368807167
"1093","pldA","pldA",790,915.721285174262,-0.427114040669631,0.13281391003122,-3.21588334060214,0.00130043684202823,0.00381077378391815,727.092213957059,835.663593910567,1042.79484058437,1057.33449224505
"1094","pldB","pldB",878,722.29173458337,-0.378803624450653,0.134518297916344,-2.81600072494397,0.00486255569556772,0.0128209754387691,624.185891332046,630.147773346666,816.419277201232,818.413996453537
"1095","plsB","plsB",2217,2589.10749925119,0.0151350389627549,0.107349290975607,0.140988718464792,0.887878854677916,0.927291806875419,2684.84282717554,2519.07994764722,2554.06133316996,2598.44588901205
"1096","plsC","plsC",1631,511.623974335591,-0.153085338316032,0.151034132116799,-1.0135810771412,0.310782690792562,0.441155542254758,492.600757483669,474.4997621843,565.93890845785,513.456469216544
"1097","plsX","plsX",1089,3683.35132572566,-0.22549167177656,0.102763484513342,-2.19427818007947,0.0282154171132935,0.0599804321554403,3473.51013581806,3313.9426065929,3933.27541378206,4012.67714670964
"1098","plsY","plsY",1253,308.768083119938,0.313665166094759,0.175340475803215,1.78889195240228,0.0736322181032423,0.136040371036717,350.893690262339,333.963208416339,280.8733841976,269.342049603476
"1099","pmbA","pmbA",1037,1307.94551384556,-0.273254504845766,0.117662844583115,-2.32235168046395,0.0202140068908185,0.0451257723743922,1166.55282123273,1201.36086285515,1422.18351625426,1441.68485504009
"1100","pncA","pncA",1875,429.498864818167,-0.0953648442141786,0.160634151778148,-0.593677266997911,0.552727990631589,0.682434825766468,388.85094041091,442.765701656051,453.799161781943,432.579655423765
"1101","pncB","pncB",1351,2249.65102946462,-0.199089027134863,0.124944742736963,-1.59341659980037,0.111066764234639,0.190317956479044,1873.40116844388,2318.09756430164,2410.48053602418,2396.62484908878
"1102","pnp","pnp",1641,13910.0208076567,-0.0939861092183864,0.094155621719814,-0.998199656076489,0.318182553194367,0.448868135676393,13510.2505695478,13399.3292716184,14284.7172634824,14445.7861259782
"1103","pntA","pntA",80,32669.2803487732,-1.12482706234961,0.0936716123438564,-12.0081958045146,3.21788856927329e-33,9.31176504733458e-32,20111.4381176081,20867.4115159331,44414.6759287689,45283.5958327828
"1104","pntB","pntB",94,20308.3545690581,-1.07969120544486,0.0969771598095729,-11.1334587191971,8.62236159258554e-29,2.12348586030165e-27,12757.0100277106,13266.3484465477,26697.6439889912,28512.4158129828
"1105","pnuC","pnuC",1460,1423.06273396597,-0.157048451908384,0.117060399528923,-1.34160187852069,0.179725116787799,0.284975099564216,1364.77401645304,1325.27481348927,1458.86474180246,1543.33736411909
"1106","polA","polA",1961,3321.63967842604,0.0497770717945422,0.108546720151348,0.458577391607388,0.64653767501971,0.763250748429694,3554.48560280168,3200.60667613487,3332.75134980734,3198.71508496029
"1107","polB","polB",1473,195.713212399491,0.287242363020735,0.21724894145686,1.32218072545948,0.1861079777651,0.292491492550039,234.49145647339,196.448946127258,158.253287365065,193.659159632251
"1108","potA","potA",1393,808.31551628187,-0.222429459065115,0.148920388458586,-1.49361320748214,0.135276745350041,0.224813830212021,663.830130376109,829.619010952805,924.366883814488,815.446039984078
"1109","potB","potB",874,443.026426734975,-0.472223582777727,0.166927821727433,-2.82890879357903,0.00467070077861637,0.0123714786069758,331.493317964181,411.031641127801,537.641963034958,491.93878481296
"1110","potC","potC",1847,1044.61883500624,-0.0841072341604513,0.130145355172584,-0.646256134526798,0.518113490991017,0.648692661787022,1035.8111818321,989.800459333492,1149.69441218197,1003.16928667741
"1111","potD","potD",1148,5365.55536483562,-0.208460552684575,0.103655801182394,-2.01108428381895,0.044316554919261,0.0893665719843983,5219.5436426523,4729.8861644486,5709.69476533031,5803.09688691126
"1112","potE","potE",2019,104.180668616055,0.104136102829412,0.273435855603173,0.380842894944037,0.703319827962175,0.805204653693808,119.776211579933,95.2021815847481,108.995641628919,92.7486396706185
"1113","potF","potF",1349,1624.15011741067,0.183450752917969,0.114971342362093,1.59562156228641,0.110573310460763,0.189753308907833,1750.25097907297,1706.08353982826,1467.24902192776,1573.01692881369
"1114","potG","potG",824,491.335980341559,-0.488657090533544,0.160081448841435,-3.05255289772879,0.00226903735026862,0.00637478333236876,372.824545903736,445.787993134932,544.978208144596,601.753174182973
"1115","potH","potH",1813,255.399089350105,-0.132749737186805,0.1905286190589,-0.696744341309516,0.48596280384697,0.620835220411019,245.456884294088,241.783318310471,249.432333727719,284.92382106814
"1116","potI","potI",2099,180.012637540757,-0.0637233610245162,0.230337828061454,-0.276651740449315,0.782047531478326,0.862346706152892,178.820822922154,173.781760035651,153.013112286752,214.43485491847
"1117","poxB","poxB",570,807.53464939571,0.584404272696554,0.141346996957205,4.13453617888671,3.55672222669605e-05,0.000144452841312305,888.199653476547,1054.77972612943,667.598304977131,619.560912999731
"1118","ppc","ppc",345,8167.57119803542,-0.592893234903145,0.10489572590154,-5.65221537681777,1.58392943390977e-08,1.0628396056525e-07,6087.49942938294,6922.55863237668,9840.00076205695,9820.22596832508
"1119","pphA","pphA",1578,93.6670058133895,0.306448666405095,0.278722638177575,1.09947533651664,0.271560786024494,0.397888113700446,101.219333729521,107.291347500272,78.6026261747014,87.5547158490638
"1120","ppiD","ppiD",2025,7267.56936556913,-0.0366571494904968,0.0986625560468102,-0.371540642765275,0.710234890225948,0.810746435341751,7391.54184559827,6955.80383864437,7357.20580995205,7365.72596808184
"1121","ppk","ppk",1147,1199.01433878718,-0.261089375694527,0.129616169900428,-2.01432719308939,0.0439751927757046,0.08875551113841,1061.11601526448,1118.24784718593,1411.70316609764,1204.99032660067
"1122","ppx","ppx",1152,1055.76187195151,-0.2460175710299,0.122651528570748,-2.00582556040458,0.0448748625586242,0.0901782177284853,973.392592698894,956.555253065803,1149.69441218197,1143.40522985938
"1123","pqiA","pqiA",1304,433.169563527632,-0.265030707789218,0.157180566722727,-1.68615442300029,0.0917660598614196,0.162912905352137,390.537929306402,395.920183733397,457.991301844593,488.228839226136
"1124","pqiB","pqiB",1075,887.176950975295,-0.295152158878964,0.13309071919912,-2.21767648905241,0.0265768984261719,0.0572330417270585,846.868425536992,741.972558065259,989.345054785575,970.521765513352
"1125","prc","prc",1003,6734.1768145735,-0.240029455160384,0.0980957762082397,-2.44688879010289,0.0144095292590638,0.0332582853785968,6219.92805767907,6124.67368195213,7145.50273678819,7446.60278187462
"1126","prfA","prfA",721,855.017972605699,-0.474736084010049,0.137072620730837,-3.46339102206462,0.000533412617361006,0.00171269099749061,671.421580405823,758.595161199104,1046.98698064702,943.068168170848
"1127","prfB","prfB",576,4383.03619469816,-0.420945715094598,0.102726502747295,-4.09773236542587,4.17217268544606e-05,0.000167683676507077,3712.21906453018,3776.35320286168,5196.15760765559,4847.4149037452
"1128","prfC","prfC",204,2139.469470542,-0.842273395985532,0.109721444311367,-7.67647018567611,1.63532092940345e-14,1.85576860371029e-13,1497.20264474916,1561.01354884198,2711.26658551937,2788.39510305747
"1129","prkB","prkB",2045,517.407517243911,0.0528052795183503,0.153025316637062,0.345075446852963,0.730037651598066,0.826424040806613,531.401502079985,521.345280106954,544.978208144596,471.905078644107
"1130","prlC","prlC",1080,1959.50848868249,-0.273406142601156,0.123796193441792,-2.20851817006562,0.0272081726146715,0.0583212218545967,1656.62309537316,1893.46561151888,1999.6508098844,2288.2944379535
"1131","prmA","prmA",733,641.165610941798,-0.477437557478506,0.139517496328401,-3.42206225056316,0.000621480829580543,0.00196279416163569,540.679941005191,528.901008804156,736.768616010868,758.312877946977
"1132","prmB","prmB",628,1674.94727340531,-0.435043426882105,0.113352419877004,-3.83797211699725,0.000124054564446901,0.000457303052061426,1388.39186098993,1458.25563856003,1915.80800863139,1937.33358543988
"1133","prmC","prmC",1085,233.846526989137,-0.439465568022106,0.199822928934484,-2.19927497993083,0.0278583756520278,0.0593850272877019,210.873611936502,182.848634472294,287.161594291576,254.502267256177
"1134","proA","proA",1949,2477.36710740487,-0.0546139852649498,0.114276033587746,-0.4779128532057,0.632712232763604,0.751528383195354,2322.14021464476,2541.74713373883,2393.71197577357,2651.86910546232
"1135","proB","proB",2060,1691.83820087025,-0.0386264037698262,0.118500985136275,-0.325958503428525,0.744455751371285,0.836609254575012,1649.03164534345,1690.97208243386,1608.73374904222,1818.61532666149
"1136","proC","proC",1110,294.439847466471,0.394161636966796,0.18503373657685,2.13021497732707,0.0331538691039938,0.0691424269064519,360.172129187546,308.273730845851,270.393034040973,238.920495791513
"1137","proP","proP",648,2686.65434107191,-0.563100910422827,0.150204853845592,-3.74888624439317,0.000177621623527877,0.000634558732202215,1755.31194575944,2576.50348574596,3161.92164225432,3252.88029052793
"1138","proS","proS",466,6239.64487959238,-0.48842718712987,0.102824893182649,-4.75008698781014,2.03329165423736e-06,1.01010089690118e-05,5025.53991967072,5352.47820909806,7014.49835983035,7566.06302977037
"1139","proV","proV",1739,1311.92572477511,-0.106086882584933,0.128607635601509,-0.824887901008015,0.409435235946353,0.545050357225881,1212.10152141101,1314.69679331319,1466.2009869121,1254.70359746413
"1140","proW","proW",2172,380.962635863281,-0.0328961316523754,0.169017842022038,-0.19463111857792,0.845681739802685,0.901247661788244,344.145734680371,411.031641127801,383.580815732543,385.092351912408
"1141","proX","proX",468,1265.74322308675,0.591416945599077,0.124899883429411,4.73512808307243,2.18916802883623e-06,1.08191302257311e-05,1573.11714504631,1471.85595021499,1068.99571597594,949.004081109768
"1142","proY","proY",960,368.366464913593,-0.421527775059036,0.166053944714396,-2.53849901478729,0.0111329116350844,0.0268465525366879,302.814506740817,326.407479719136,421.3100762964,422.93379689802
"1143","prpB","prpB",135,93.4760762865124,5.1105011559796,0.527766254052346,9.68326625042745,3.55183485647659e-22,6.04595418584067e-21,305.344990084055,64.9792667959392,2.09607003132537,1.4839782347299
"1144","prpC","prpC",202,72.4700011984918,3.38200335709218,0.435458317656277,7.76653750764204,8.06607017727662e-15,9.24403587148286e-14,201.595173011296,69.5127040142605,8.38428012530148,10.3878476431093
"1145","prpD","prpD",565,97.9480071355467,2.58818836579142,0.621197158446464,4.16645235832076,3.09376510929563e-05,0.000126538272579848,282.570639994913,83.1130156692245,15.7205252349403,10.3878476431093
"1146","prpE","prpE",631,156.267885884587,2.29999729008607,0.60009251294678,3.83273785368832,0.000126724973744063,0.000464596004243405,431.869157245956,131.469679331319,33.5371205012059,28.195586459868
"1147","prpR","prpR",132,139.657709259114,2.7271341102497,0.278066965055989,9.80747249030673,1.04554534100688e-22,1.833664745781e-21,274.979189965199,214.582695000543,40.8733656108447,28.195586459868
"1148","psd","psd",1583,958.322366799426,0.13910966952662,0.127501841298883,1.09104047525499,0.275255073003912,0.402536635504774,964.114153773688,1047.22399743223,915.982603689187,905.968712302601
"1149","pspA","pspA",1973,1443.37943819332,-0.0561499904777206,0.128431912204539,-0.437196562084171,0.661968802784188,0.776744878761452,1542.75134492745,1282.96273278494,1516.50666766391,1431.29700739698
"1150","pspF","pspF",1625,217.398711832937,0.204007568498688,0.19999372493539,1.02006984751444,0.307695335770609,0.43831675984411,226.05651199593,240.272172571031,209.607003132537,193.659159632251
"1151","pssA","pssA",621,3367.33823716543,0.460471421866362,0.118539688688876,3.88453375371124,0.000102526449066273,0.000382204073411309,4237.71610547595,3566.30394507945,2953.36267413745,2711.97022396888
"1152","pstA","pstA",2056,236.724161492364,-0.0690127174599629,0.206130873271141,-0.334800490410696,0.737775590548486,0.831044245627081,199.908184115804,264.450504402078,229.519668430128,253.018289021447
"1153","pstB","pstB",1479,920.136649299971,0.198773343101813,0.151469727834551,1.31229748639234,0.189419779946694,0.296488702215414,878.921214551341,1091.047223876,941.135444065091,769.442714707451
"1154","pstC","pstC",1540,390.538466603028,0.227518109101445,0.190751546909454,1.19274581405855,0.232968937164734,0.350394033611819,342.458745784879,504.722676973109,352.139765262662,362.832678391459
"1155","pstS","pstS",1372,1248.8762418641,0.500315200473558,0.321538829381781,1.55600243191626,0.119707514078672,0.201984617414086,1133.65653777064,1820.93061602574,1076.33196108558,964.585852574432
"1156","pta","pta",913,2857.98436680734,0.285829856443451,0.105079436794943,2.72013121845366,0.00652560153896446,0.0165462952494006,3098.15510657109,3187.0063644799,2526.81242276273,2619.96357341563
"1157","ptrB","ptrB",1565,482.481485233214,0.171777563561721,0.152790531624676,1.12426838060676,0.260899187993884,0.386108584901567,492.600757483669,531.923300283037,440.174706578328,465.227176587822
"1158","ptsG","ptsG",268,25928.9715240422,0.690343084084096,0.103510824571147,6.66928398014639,2.57054434548547e-11,2.22045155216376e-10,34106.6979946099,29994.7317821534,19329.9578288826,20284.4984905229
"1159","ptsI","ptsI",1967,38688.2741583153,0.0419179347730334,0.093541260363874,0.448122407266839,0.654064857494043,0.769781466750742,38433.8245115469,40074.0738642212,37866.5531509085,38378.6451065846
"1160","ptsP","ptsP",1737,2474.80876231079,-0.089125239114915,0.107748537410026,-0.827159618656894,0.408146596238444,0.543960489517557,2323.82720354025,2473.74557546401,2560.34954326394,2541.31272697495
"1161","purA","purA",1489,10101.373766414,0.123683566084071,0.0959234833241297,1.28939819320509,0.197259689238765,0.306798698527274,10405.3475073948,10668.6889204496,9529.7823974208,9801.67624039096
"1162","purB","purB",544,1040.47312431901,-0.608080794963527,0.141037910445599,-4.31147053329377,1.62172388857965e-05,6.88860697626037e-05,736.370652882265,911.220880882589,1327.86036484462,1186.44059866655
"1163","purC","purC",344,4366.86746490738,-0.608766873537572,0.106934424571389,-5.69289895164825,1.24900313119511e-08,8.40535537417638e-08,3449.04879683343,3459.01259757918,4978.16632439776,5581.24214081914
"1164","purD","purD",315,1479.61284295712,-0.742723794116561,0.122984680346552,-6.03915700739048,1.54921446166153e-09,1.13854967579252e-08,1065.33348750321,1145.44847049586,1742.88223104705,1964.78718278238
"1165","purF","purF",225,3226.37232148067,-0.79638120356092,0.108640574326485,-7.33042151606867,2.29429960351027e-13,2.3605793698339e-12,2233.57329763143,2475.25672120345,4024.45446014471,4172.2048069431
"1166","purH","purH",305,1576.56236519837,-0.797174647279731,0.128367364889174,-6.21010369705704,5.29496488192398e-10,4.01896514808328e-09,1042.55913741407,1258.78440095389,1927.33639380368,2077.56952862185
"1167","purK","purK",193,1723.95581167325,-0.927276983331125,0.115232144207769,-8.0470340086634,8.48246167289882e-16,1.0174558949617e-14,1216.31899364974,1151.49305345362,2196.68139282899,2331.32980676067
"1168","purM","purM",831,2927.53966388824,-0.350717868976494,0.116568259643915,-3.00869095968187,0.0026237585607184,0.0073092672299195,2525.42237655155,2618.81556645029,3016.24477507721,3549.67593747391
"1169","purN","purN",519,972.986106855676,-0.579103872000545,0.130476860153766,-4.43836455995396,9.06449950924082e-06,4.04322087936272e-05,730.466191748043,829.619010952805,1152.83851722895,1179.0207074929
"1170","purR","purR",952,2381.43170094452,-0.275694984867377,0.10734500256132,-2.56830759037793,0.0102196428994763,0.0248513375129072,2108.73611936502,2198.71705088585,2624.27967921936,2593.99395430786
"1171","purT","purT",303,1511.90843644255,-0.737168677116299,0.118235271029889,-6.23476117316927,4.52467853009366e-10,3.4569738604511e-09,1125.22159329318,1137.89274179866,1807.86040201813,1976.65900866022
"1172","purU","purU",78,3305.79848362859,-1.29562166313984,0.106853298263254,-12.1252379121496,7.76344176567622e-34,2.30414970353083e-32,1897.01901298077,1914.62165187105,4894.32352314474,4517.2297465178
"1173","putP","putP",791,2297.37359303996,1.01806710453395,0.316886738395715,3.21271603124847,0.00131486222028851,0.00384817451323376,3838.74323169208,2401.21057997087,1410.65513108197,1538.8854294149
"1174","puuA","puuA",157,1111.32066203057,1.10928809689636,0.123632763431628,8.97244440798914,2.90005674864222e-19,4.27619832681958e-18,1482.86323913748,1561.01354884198,715.807915697614,685.597944445212
"1175","puuB","puuB",419,124.623540086672,1.39794510108868,0.27791136643265,5.0301832524272,4.90011272017009e-07,2.69448003496289e-06,146.768033907805,220.627277958305,57.6419258614477,73.4569226191298
"1176","puuD","puuD",130,855.184599690895,1.28218215290755,0.130179905434688,9.84930929720817,6.90166275940647e-23,1.22902686830969e-21,1222.22345478397,1207.40544581292,499.912702471101,491.196795695595
"1177","puuE","puuE",505,140.350042816178,1.20486014841525,0.266964137439034,4.5131910224848,6.38594565377624e-06,2.91587064861775e-05,153.515989489774,243.294464049912,85.9388712843402,78.6508464406845
"1178","puuP","puuP",261,198.259623329793,1.43793779507527,0.213314326668439,6.74093398944695,1.5737169761422e-11,1.39211452928212e-10,274.135695517453,309.784876585291,103.755466550606,105.362454665823
"1179","pykA","pykA",325,3967.80053672025,0.639152719718618,0.106981329029388,5.97443241280954,2.30892631441274e-09,1.64466597472785e-08,5097.23694772913,4575.74929902567,3136.76880187842,3061.44709824777
"1180","pykF","pykF",196,7045.00522662323,-0.882845828615509,0.110395913684394,-7.99708792790502,1.27396265773336e-15,1.50470589421058e-14,4549.80905114197,5337.36675170366,9347.42430469549,8945.42079895181
"1181","pyrB","pyrB",1452,10571.7571831263,0.129975251619408,0.0958847977055166,1.35553554608929,0.175246991383001,0.279405499346865,11268.2423274389,10830.3815145697,10129.2584263799,10059.1464641166
"1182","pyrC","pyrC",569,1072.28288574873,-0.536562215380122,0.12964461914312,-4.13871565921136,3.49255479699556e-05,0.00014209603435931,872.173258969373,873.442237396578,1359.3014153145,1184.21463131446
"1183","pyrD","pyrD",288,742.562894010155,-0.955036016518717,0.1476999253988,-6.4660561875035,1.00593687381181e-10,8.05793724177973e-10,448.739046200876,560.635069332406,1002.96950998919,957.907950518147
"1184","pyrE","pyrE",572,98.1510719222755,-1.16414275977241,0.282358102938188,-4.12293023525256,3.74083023202601e-05,0.000151398985789165,64.1055780286966,52.8901008804156,138.340622067474,137.267986712515
"1185","pyrF","pyrF",307,1363.49920822008,-0.765533086460018,0.12374133453393,-6.18655915861411,6.149161449548e-10,4.63690838948001e-09,964.114153773688,1053.26858038999,1632.83855440246,1803.77554431419
"1186","pyrG","pyrG",233,7360.71073066257,-0.727612493049186,0.1010479945388,-7.2006623819714,5.99207494910599e-13,5.95349935930488e-12,5339.31985423223,5730.26464395817,8941.83475363403,9431.42367082585
"1187","pyrH","pyrH",389,3785.61150537795,-0.548494569881873,0.103497001856051,-5.29961796038061,1.1604524249073e-07,6.9060343538828e-07,3164.79116794302,2973.9348152188,4453.10078155075,4550.61925679922
"1188","qseB","qseB",1427,52.6347947290797,-0.50355565745005,0.353878801547095,-1.42296078558137,0.154747523410477,0.250934672593118,44.7052057305384,40.8009349648921,59.7379958927731,65.2950423281154
"1189","queA","queA",663,375.110133004975,-0.62493141680888,0.170096530780233,-3.67398096799693,0.000238800527529944,0.000833820846503501,270.761717726469,318.851751021934,466.375581969895,444.451481301604
"1190","queC","queC",1006,1014.94392962062,-0.305301878923357,0.12547084655993,-2.43324953400655,0.014963984275776,0.0344350135173176,936.278836998069,876.464528875459,1108.82104657112,1138.21130603783
"1191","queF","queF",1366,823.405280629069,-0.20737488708523,0.132593919702105,-1.5639848912464,0.117821116641723,0.199674879228103,746.492586255217,781.262347290711,917.03063870485,848.8355502655
"1192","radA","radA",555,1036.23956444894,-0.526938387937777,0.12474726205358,-4.22404772067425,2.39953206475603e-05,0.000100088589728112,833.372514373056,862.864217220495,1194.75991785546,1253.96160834676
"1193","rarD","rarD",1348,138.629500004992,-0.385444278117725,0.24135541673356,-1.59699866418672,0.110266004987882,0.189370912188926,111.341267102473,128.447387852438,165.589532474704,149.139812590354
"1194","ravA","ravA",2080,282.296428004563,0.0549065576084767,0.18087072191611,0.303567968473874,0.761457058034271,0.847487062187181,280.040156651675,296.184564930327,272.489104072298,280.47188636395
"1195","rbbA","rbbA",1651,1263.60937838465,-0.131423225660045,0.134020334969544,-0.980621527993576,0.326779414076167,0.458203721130423,1131.96954887514,1282.96273278494,1205.24026801209,1434.26496386644
"1196","rbn","elaC",524,568.876257965374,0.71372223018766,0.161791932253185,4.41135859030827,1.02724032364697e-05,4.53828501763881e-05,801.319725358708,613.525170212821,431.790426453026,428.86970983694
"1197","rbsA","rbsA",184,1067.36681905161,1.19302361171803,0.142772911985995,8.35609216848538,6.48300642726813e-17,8.15660862995963e-16,1662.52755650738,1314.69679331319,621.484764287972,670.758162097913
"1198","rbsB","rbsB",18,8419.06033017035,2.22232072551435,0.114333220297666,19.4372267284044,3.73835363485291e-84,4.80793814704694e-82,15187.1175316669,12598.422029715,2998.42817981094,2892.27357948857
"1199","rbsC","rbsC",73,971.908395104074,1.74618757006255,0.142660601343388,12.240152877664,1.89675032260771e-34,6.01503698196829e-33,1658.31008426865,1344.919708102,431.790426453026,452.613361592618
"1200","rbsK","rbsK",192,1209.95447803504,1.03112690496524,0.127368535860237,8.09561716322708,5.69747454864288e-16,6.86961123963972e-15,1729.16361787932,1524.74605109541,821.659452279545,764.248790885896
"1201","rbsR","rbsR",586,267.643479167104,0.78668954415861,0.194233079533461,4.05023462557564,5.11663052881769e-05,0.000202459943072397,371.98105145599,306.762585106411,208.558968116874,183.271311989142
"1202","rcsA","rcsA",450,428.911509059576,-0.774158002886163,0.158826775060768,-4.87422855869212,1.09234465227428e-06,5.61950637781103e-06,311.249451218277,318.851751021934,556.506593316886,529.038240681208
"1203","rcsB","rcsB",1214,3687.40861111901,-0.199893862067464,0.105886319716146,-1.8878157499791,0.05905069002345,0.112604899015063,3384.09972435699,3477.14634645247,4119.82564657002,3768.56272709657
"1204","rcsC","rcsC",1087,1279.15643867458,-0.260913308474162,0.11881388797925,-2.19598325508656,0.0280931419358673,0.0598303804797911,1163.17884344175,1162.0710736297,1430.56779637957,1360.80804124731
"1205","rdgC","rdgC",407,1283.47723615927,-0.647038006784966,0.126067367337935,-5.13247813806186,2.85951951302336e-07,1.62648345765333e-06,975.923076042132,1020.0233741223,1674.75995502897,1463.20253944368
"1206","recA","recA",1378,5729.58775667831,0.153733957033142,0.0994051753187884,1.54653876460781,0.121974505605513,0.204913628793006,6103.52582389012,5969.02567078976,5295.72093414355,5550.07859788981
"1207","recC","recC",1277,979.807518379279,-0.223665666282478,0.127844531748906,-1.74951296878126,0.0802023890435879,0.145394307467428,925.313409177371,879.48682035434,1099.38873143016,1015.04111255525
"1208","recD","recD",1368,720.692864852009,-0.223861094383877,0.143355900391956,-1.56157572706675,0.118387971337104,0.200342217577044,693.352436047219,634.681210564987,720.000055760265,834.737757035566
"1209","recF","recF",392,506.126616431135,-0.804477127211232,0.152357616294181,-5.28018977179259,1.29050154157909e-07,7.62120170600919e-07,366.076590321768,367.208414684028,673.886515071107,617.334945647636
"1210","recJ","recJ",484,1134.03971044112,-0.586602340112344,0.125925531612626,-4.65832728756595,3.18789101863502e-06,1.52478671655787e-05,870.486270073881,941.443795671398,1304.80359450004,1419.42518151914
"1211","recN","recN",1031,587.092728335804,0.338173225387577,0.14481981340219,2.33513092886269,0.0195365820387756,0.0438673010860965,660.456152585125,651.303813698832,543.930173128934,492.680773930325
"1212","recO","recO",1021,593.462056251935,-0.340111470855133,0.142849252614511,-2.38091179778833,0.0172698464473429,0.0391573893492642,517.905590916049,528.901008804156,646.637604663877,680.404020623657
"1213","recQ","recQ",947,630.047708214582,-0.367407278311265,0.142433744851684,-2.57949602247589,0.0098944597999991,0.0241898142876838,574.419718915032,522.856425846394,697.991320431348,724.923367665554
"1214","recR","recR",809,1125.12922232073,-0.385419691915275,0.123608448284588,-3.11806917135559,0.00182040073801938,0.00520918134550664,948.931253714259,1001.88962524902,1235.63328346631,1314.06272685332
"1215","relA","relA",1520,2943.37450442173,-0.128678230385586,0.105968689981316,-1.21430424787052,0.224631564139319,0.342119783541135,2904.99487803725,2715.52889377448,3088.55919115793,3064.41505471723
"1216","rep","rep",713,753.482600199895,-0.474388071882304,0.134895887567966,-3.51669780624918,0.000436950945551831,0.00141871169558554,611.533474615856,648.281522219951,897.117973407259,856.997430556515
"1217","rffG","rffG",393,609.471702800063,-0.748341824397706,0.14186837982381,-5.27490216866573,1.32826926627851e-07,7.8242833369841e-07,452.956518439606,453.343721832134,770.305736512074,761.280834416436
"1218","rffH","rffH",720,357.694040397827,-0.58546368306086,0.168546596001506,-3.47360134793603,0.000513523385049352,0.0016511203283184,273.292201069707,297.695710669768,433.886496484352,425.90175336748
"1219","rhaA","rhaA",2065,16.6025485627558,-0.173546513412835,0.535228596670385,-0.324247460790499,0.74575069281681,0.837220355785856,14.3394056116821,16.6226031338449,14.6724902192776,20.7756952862185
