"","Gene","K12","X","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","IAI1_batch1","IAI1_batch2","IAI1_starvation1","IAI1_starvation2"
"144","basR","basR",1452,147.554249844097,-0.840996799984738,0.257110602827754,-3.27095339801349,0.00107185571768058,0.00174287283019549,193.672800730407,185.983420621461,115.292744430725,95.268033593793
"145","basS","basS",931,140.38842664111,-1.78728462043356,0.271577152434323,-6.58113027702427,4.66885258447225e-11,1.18401299161536e-10,219.669149821737,216.518012066776,63.2979773345158,62.0685673414106
"146","bax","bax",774,2050.9492674201,0.843066780920495,0.105070835491935,8.02379439521265,1.0252785525035e-15,3.12749697992345e-15,1479.84217202395,1455.48219222666,2663.03633214499,2605.43637328479
"147","bcr","bcr",1675,153.908809267162,-0.581961780313361,0.256689150154491,-2.2671849587842,0.0233789292795177,0.0329538221068306,193.672800730407,174.879932823165,108.510818287741,138.571685227335
"148","bcsA","bcsA",2356,283.748043699315,-0.00296454678645427,0.187638332825488,-0.0157992598943598,0.987394538882445,0.98966335601759,285.959840004628,282.213648206695,288.231861076813,278.586825509122
"149","bcsB","bcsB",1869,166.01895297174,-0.373568961855455,0.255589085289077,-1.46159982314167,0.143850902894789,0.181718556305295,214.469880003471,160.075282425437,148.072054121814,141.458595336238
"150","bcsC","bcsC",1054,292.154488092707,-1.14232281427938,0.197455254431396,-5.78522368305102,7.2415904116062e-09,1.62214373451634e-08,428.289851279659,376.593294492213,187.633289955886,176.101516643072
"151","bcsE","bcsE",941,303.389489427246,1.23981900374612,0.189935795570779,6.52756896097611,6.68457339954569e-11,1.67718148738867e-10,189.773348366708,170.253479573875,446.476804413103,407.054325355298
"152","bcsG","bcsG",2360,86.9362161881746,0.000240268814671015,0.312056414693353,0.000769953134618685,0.999385666342045,0.999809134844732,87.7376781832382,86.0520304367955,85.9043978111286,88.050758321536
"153","bcsZ","bcsZ",1820,86.9306473508425,-0.524956945945193,0.316833022179666,-1.65688835820752,0.0975420484907747,0.126536690377318,98.1362178197701,107.33371538353,70.0799034774997,72.1727527225705
"154","betA","betA",1065,154.821025061288,-1.4705674274153,0.258146568122607,-5.69663752692948,1.22193330606147e-08,2.70890566724049e-08,229.417780730986,225.770918565356,74.6011875728222,89.4942133759874
"155","betT","betT",2294,235.78431541013,0.0335657940465833,0.206886809508729,0.162242310789597,0.871115041961935,0.896275003661714,218.369332367171,247.977894161948,232.846130909112,243.943904202288
"156","bglA","bglA",1107,612.012249581019,-0.770755370710235,0.143869103543727,-5.35733768908886,8.4457180441287e-08,1.80129542025184e-07,778.590655285328,765.215367432579,450.998088508425,453.244887097743
"157","bglB","bglB",2194,10.7551153034058,0.344379301775699,0.811277616872595,0.424490081586684,0.67120843723779,0.721969530896776,10.3985396365319,8.32761584872214,11.3032102383064,12.9910954900627
"158","bglG","bglG",1486,13.0370886552736,2.54468785008068,0.816446706810504,3.11678377639815,0.00182835618339833,0.00290494545693369,3.24954363641623,3.70116259943206,19.2154574051209,25.9821909801254
"159","bglH","bglH",1369,26.2243857584386,2.14732808950017,0.58461629748988,3.67305547026312,0.000239667431320605,0.000413334408581408,11.0484483638152,7.40232519886413,47.4734830008869,38.9732864701881
"160","bglJ","bglJ",1786,34.7758112176317,0.856653960671922,0.491810472378317,1.74183757521323,0.0815368696625588,0.107787541586395,28.5959840004628,20.3563942968764,49.7341250485481,40.4167415246395
"161","bglX","bglX",586,829.273650231512,-1.45083152569892,0.138842888076915,-10.4494479032675,1.47380663703502e-25,5.93798203078442e-25,1233.5267643836,1197.32610091627,469.083224889715,417.158510736457
"162","bioB","bioB",2284,1019.01433395478,0.0274808555597355,0.144537221161871,0.190129956414197,0.84920729638978,0.877836439043901,1062.60076910811,956.750531953189,1131.45134485447,925.254689903354
"163","bioC","bioC",700,163.912025668298,-2.44290323908186,0.275287425613455,-8.87400953253876,7.05585179406768e-19,2.37983801225626e-18,297.658197095727,257.230800660528,53.1250881200401,47.6340167968965
"164","bioD","bioD",594,162.72122926958,-3.01731799644075,0.291646064563756,-10.3458210586659,4.37152855878394e-25,1.73757220998129e-24,295.708470913877,284.989520156269,38.4309148102417,31.756011197931
"165","bioH","bioH",1218,120.385949410419,-1.25025777257825,0.280585612014791,-4.45588697011428,8.35470446184446e-06,1.61949566785014e-05,170.27608654821,169.328188924017,71.2102245013303,70.7292976681191
"166","bipA","typA",160,4655.28366720809,-2.19990021079095,0.0978312534685725,-22.4866812270544,5.60372527935889e-112,8.26899711535397e-111,7617.58019248692,7677.13652187196,1623.1409902208,1703.27696425266
"167","birA","birA",2059,295.874754544122,-0.149107654709093,0.187464557740687,-0.795391174236509,0.426385992261018,0.488925365579535,321.054911277923,300.719461203855,270.146724695523,291.577920999185
"168","brnQ","brnQ",312,768.008591636653,2.36263153264771,0.146687228037152,16.1065933569167,2.29314052553893e-58,1.73528999384532e-57,232.667324367402,267.408997808967,1241.09248416604,1330.8655602042
"169","btuB","btuB",754,710.915623645301,-1.15017580926463,0.139249386126966,-8.25982678455696,1.45884012403741e-16,4.56806569343811e-16,969.663821106603,991.911576647793,447.607125436933,434.479971389874
"170","btuC","btuC",2027,158.471631945226,-0.214805547419851,0.239552763167422,-0.896694091855348,0.36988217411704,0.430701261020709,170.27608654821,170.253479573875,144.681091050322,148.675870608495
"171","btuD","btuD",1157,105.152424900691,-1.49745983507521,0.306939295091309,-4.87868402326833,1.06795993961247e-06,2.17930286726452e-06,159.877546911678,151.747666576715,59.9070142630239,49.0774718513479
"172","btuF","btuF",936,93.9661719183067,-2.25446445619602,0.343546375465075,-6.56232933077534,5.29736565296389e-11,1.33622652848801e-10,148.17918982058,163.776445024869,35.0399517387498,28.8691010890282
"173","cadA","cadA",1409,70.2636847116226,1.24015202526491,0.355188170359789,3.49153527272231,0.000480253048994726,0.000804739140295635,37.044797455145,46.2645324929008,93.8166449779431,103.928763920501
"174","cadB","cadB",1690,7.3215817519633,2.27975876265743,1.03758349819785,2.19718101397822,0.0280075209993692,0.0391276669109531,3.24954363641623,0.925290649858016,13.5638522859677,11.5476404356113
"175","cadC","cadC",869,87.6757326992332,2.38995177541112,0.338637142408389,7.05755948214591,1.69452238927496e-12,4.6038749839795e-12,29.2458927277461,25.9081381960244,136.768843883507,158.780055989655
"176","caiA","caiA",2110,50.8032986724114,-0.295725186645707,0.453819918023565,-0.651635538461208,0.514636316016388,0.575856086310281,40.9442498188445,71.2473800390672,36.1702727625805,54.8512920691536
"177","caiB","caiB",2153,24.5481580779811,0.30181679786468,0.573001383136083,0.526729614879483,0.598381366904614,0.656057506564483,18.8473530912141,24.9828475461664,22.6064204766128,31.756011197931
"178","caiD","caiD",2111,22.3028277517546,-0.384738649092838,0.592251188731024,-0.649620729199701,0.515937239776943,0.577038286647732,24.6965316367633,25.9081381960244,16.9548153574596,21.6518258167711
"179","caiT","caiT",1992,8.26868530305597,0.942904605041838,0.93198947597568,1.01171164411994,0.311675946415587,0.369411099140161,7.1489960001157,3.70116259943206,13.5638522859677,8.66073032670846
"180","can","can",379,1548.36520346635,-1.69761610849182,0.116442300059651,-14.5790327709274,3.8188897469827e-48,2.37899701652405e-47,2417.66046549367,2316.92778724447,715.493208084795,743.379353042476
"181","carA","carA",89,1475.42602239115,-6.44104463766885,0.227749475551482,-28.2812709977586,5.87434300829934e-176,1.55835099354997e-174,2958.38452659334,2877.65392105843,33.9096307149192,31.756011197931
"182","carB","carB",2,3554.27497747417,-5.87995614224781,0.14551506555771,-40.4078857382357,0,0,7139.89727793374,6841.59906505017,118.683707502217,116.919859410564
"183","cbl","cbl",219,583.011568528156,-3.6684545191238,0.186844489677835,-19.6337313744125,7.96451615572139e-86,8.58640303363388e-85,1053.50204692614,1109.42348917976,82.5134347396367,86.6073032670846
"184","cbpA","cbpA",1387,257.059454775301,0.765344421207879,0.212111502341457,3.60821743639262,0.000308308054623158,0.000524812773587077,171.575904002777,210.04097751777,349.269196363668,297.35174121699
"185","cbrA","cbrA",1767,16.7063489677326,1.2915728114328,0.709508219712178,1.82037751720022,0.0687015338480438,0.0917964467545169,12.9981745456649,5.5517438991481,23.7367415004434,24.538735925674
"186","cca","cca",2259,270.427157220854,0.0468145698197784,0.191166272653758,0.244889274503821,0.806542166590142,0.842959741177213,269.062213095264,262.782544559677,271.277045719354,278.586825509122
"187","ccmA","ccmA",1355,100.651593169661,1.2878725855492,0.34423180099565,3.74129462131092,0.000183074751826564,0.00031876068514935,42.8939760006942,74.0232519886413,125.465633645201,160.223511044106
"188","ccmB","ccmB",1852,38.5633515284825,-0.731488901725213,0.471759697067966,-1.55055403475857,0.121008594776944,0.154266356516396,44.1937934552607,52.7415670419069,32.7793096910885,24.538735925674
"189","ccmC","ccmC",1679,57.8015190846969,-0.924442268253498,0.411548514628687,-2.24625344374663,0.0246877787737372,0.0347158104138139,60.4415116373419,91.6037743359436,37.3005937864111,41.8601965790909
"190","ccmF","ccmF",1092,148.4606280232,-1.68398804541,0.308282305268854,-5.46248687202914,4.69510264744406e-08,1.01512246800508e-07,183.924169821159,271.110160408399,82.5134347396367,56.294747123605
"191","ccmH","ccmH",2352,138.717215243981,-0.00565023603853758,0.282357122431283,-0.0200109563020238,0.984034632451124,0.988198513953687,113.084118547285,165.627026324585,139.029485931169,137.128230172884
"192","cdaR","cdaR",281,557.650407507524,2.96832856906756,0.174030210290704,17.0563982202239,3.13285854245471e-65,2.63227011342903e-64,137.130741456765,112.885459282678,926.863239541124,1053.72218974953
"193","cdd","cdd",409,234.511819026714,3.21858877620689,0.232631367292738,13.8355752006422,1.55487692325167e-43,8.97570761808606e-43,44.843702182544,45.3392418430428,414.827815745845,433.036516335423
"194","cdh","cdh",815,96.7217613006413,-2.62342591750925,0.349639498212635,-7.50323098768949,6.22636906051556e-14,1.80373709838985e-13,170.925995275494,162.851154375011,27.1277045719353,25.9821909801254
"195","cdsA","cdsA",792,512.158914970137,-1.21698302221842,0.156019292277532,-7.80020857967754,6.18049354777536e-15,1.84244258412849e-14,730.497409466368,702.295603242234,304.056355410442,311.786291761504
"196","cfa","cfa",583,744.083509253058,1.79327160199748,0.17116625658612,10.4767822686782,1.10437462252339e-25,4.4724330768057e-25,380.196605460699,282.213648206695,1078.32625673443,1235.59752661041
"197","chaA","chaA",635,754.160935744729,-1.30761754608356,0.137049907366343,-9.54117789068051,1.41219110826972e-21,5.25068221515719e-21,1069.74976510822,1079.8141883843,434.043273150966,433.036516335423
"198","chaC","chaC",1584,267.543178429373,0.530762122870943,0.200738501364063,2.64404745110826,0.00819211709178239,0.0122105987712741,207.970792730639,230.397371814646,340.226628173023,291.577920999185
"199","chbC","chbC",302,287.425892663427,4.1838083697158,0.254171221587765,16.4605903987881,7.04103279798856e-61,5.50459550862615e-60,23.3967141821968,37.0116259943206,517.687028914433,571.608201562758
"200","chbF","chbF",778,170.640877889012,1.93744123418323,0.243076143672538,7.9705116467261,1.58018771718263e-15,4.7954025710388e-15,69.5402338193073,71.2473800390672,284.840898005321,256.934999692351
"201","chbR","chbR",693,186.016432031393,2.29835292387099,0.2552042432401,9.00593538215065,2.13835075573377e-19,7.28520365698043e-19,51.9926981826597,74.0232519886413,322.141491791732,295.908286162539
"202","cheA","cheA",1676,23.9085079593848,-1.36812482262292,0.603811519613978,-2.26581437780049,0.0234627507011256,0.033052240098662,36.3948887278618,33.3104633948886,15.824494333629,10.1041853811599
"203","cheB","cheB",2117,10.9764453976565,0.515667979559618,0.8136552683272,0.633767148856275,0.526232795259137,0.586720060939541,7.79890472739895,10.1781971484382,15.824494333629,10.1041853811599
"204","cheR","cheR",2215,8.4150806656847,0.331295920168082,0.899845680172715,0.368169706726262,0.712746696877432,0.758824347022052,6.49908727283246,8.32761584872214,10.1728892144758,8.66073032670846
"205","cheZ","cheZ",2193,28.1401228816281,0.236776219634067,0.55211016726916,0.428856836318024,0.668027413783429,0.719203248491873,20.1471705457806,31.4598820951725,24.8670625242741,36.0863763612852
"206","cirA","cirA",1090,2216.7485139845,-2.83342149240012,0.518171820210764,-5.46811189239824,4.54854727114516e-08,9.85240376804928e-08,5330.55138117718,2488.10655746821,556.117943724675,492.218173567931
"207","citA","citA",2025,84.6562281567622,-0.291755139865578,0.325080619433499,-0.897485492595667,0.369459911236816,0.43055027168318,101.385761456186,85.1267397869375,81.383113715806,70.7292976681191
"208","citB","citB",2358,38.4371783876558,-0.00405841232895711,0.464784329834062,-0.00873181832616012,0.993033105501341,0.994296506398925,33.7952538187288,43.4886605433268,41.8218778817337,34.6429213068338
"209","citC","citC",1810,11.5246090357107,1.3677500785023,0.807287602496305,1.69425378795974,0.0902170678224164,0.11768093764018,5.84917854554921,6.47703454900611,13.5638522859677,20.2083707623197
"210","citE","citE",2106,5.02374213745833,0.74936356534419,1.1131715590121,0.673178863830501,0.500833506144386,0.561737658423718,2.59963490913298,4.62645324929008,5.6516051191532,7.21727527225705
"211","citF","citF",2049,2.72736977429367,1.14960005783014,1.38927871036712,0.827479791672869,0.407965171441972,0.469627386530714,1.94972618184974,0.925290649858016,2.26064204766128,5.77382021780564
"212","citG","citG",1917,2.49234016686024,-1.94520728339536,1.51347487319923,-1.28525905374532,0.198701773585989,0.244723467624685,3.89945236369948,4.62645324929008,0,1.44345505445141
"213","citT","citT",1667,23.2152231137433,1.43034328534956,0.615170510895801,2.32511679284938,0.0200657159431574,0.0284194093232121,12.3482658183817,12.0287784481542,23.7367415004434,44.7471066879937
"214","clcA","clcA",1987,349.411300478229,0.180582512531003,0.175624716024893,1.02822949194353,0.303841888652292,0.361032057930579,328.853816005322,326.62759939988,389.960753221571,352.203033286144
"215","clcB","clcB",2061,22.8496667508493,-0.459276359582144,0.584652117477387,-0.785554940883128,0.432128271182137,0.495029038457558,25.3464403640466,27.7587194957405,18.0851363812902,20.2083707623197
"216","clpA","clpA",52,18248.8680765429,3.0022131335861,0.0897927296300906,33.4349244749992,4.26301033647455e-245,1.93557065469546e-243,4090.52552952075,3998.18089803649,31662.5525195439,33244.2133590704
"217","clpB","clpB",28,14965.9760235516,3.56303500602942,0.0972727476760382,36.6293241545507,9.76631203891994e-294,8.23509382996071e-292,2244.78474403633,2418.70975872885,26615.6691481401,28584.7404433013
"218","clpP","clpP",1692,1114.93095355165,-0.265201877124269,0.120967998450141,-2.19233086867661,0.0283556243812986,0.0395671567164575,1199.08160183759,1236.18830821031,1034.24373680504,990.210167353667
"219","clpX","clpX",639,4963.7074965654,0.896653509759825,0.0942650590494243,9.51204527745216,1.86950117061784e-21,6.90749963040489e-21,3451.01534187404,3484.64458736529,6329.79773345158,6589.37232357068
"220","cls","clsA",872,894.902855386977,0.926280638806389,0.131398924628777,7.04937762179775,1.79719814139638e-12,4.86603762825327e-12,618.71310837365,615.318282155581,1229.78927392774,1115.79075709094
"221","cmk","cmk",259,1143.53592256539,-2.3600353062516,0.133033643201035,-17.7401388811491,2.0542666881982e-70,1.87263461422238e-69,1874.33676948488,1954.21385250013,351.529838411329,394.063229865235
"222","cmr","mdfA",2170,160.013702145395,0.124936646930641,0.256206112690135,0.487641163666316,0.625804033245731,0.680886323729572,145.579554911447,160.075282425437,142.420449002661,191.979522242037
"223","cmtA","cmtA",2251,10.6733039352495,0.22967382747847,0.836114863469423,0.274691717027309,0.7835530953169,0.821843117744648,10.3985396365319,9.25290649858016,15.824494333629,7.21727527225705
"224","coaA","coaA",1180,382.953179862105,-0.825588632935148,0.174771461376396,-4.72381833071202,2.31457197187808e-06,4.63110544542725e-06,470.53391855307,508.909857421909,262.234477528708,290.134465944733
